T_C,T_K,P_Pa,h_liq_Jkg,h_vap_Jkg,s_liq_JkgK,s_vap_JkgK
91.11111111111111,364.26111111111106,3318694.2925251233,345481.42958422436,424634.2582193352,1445.8091583973126,1663.1061089108325
92.91666666666666,366.0666666666666,3442890.98804952,349824.9962093104,423075.1001941473,1457.2859210365227,1657.3863690009287
94.72222222222223,367.8722222222222,3571128.54008307,354490.93615408987,421038.22412557347,1469.5579957426298,1650.4558291519813
96.52777777777777,369.67777777777775,3703675.6342527177,359647.2982949733,418281.0624184756,1483.0681262687385,1641.675885912729
98.33333333333334,371.48333333333335,3840920.8100232263,365687.76472235896,414247.0491608943,1498.8578246318748,1629.5750872417775
100.13888888888889,373.2888888888889,3983575.336454833,374162.0030024568,406825.2277600639,1521.0451812677582,1608.546378677707
101.94444444444446,375.09444444444443,,,,,
103.75,376.9,,,,,
105.55555555555557,378.7055555555555,,,,,
107.36111111111111,380.51111111111106,,,,,
109.16666666666666,382.3166666666666,,,,,
110.97222222222223,384.1222222222222,,,,,
112.77777777777777,385.92777777777775,,,,,
114.58333333333334,387.73333333333335,,,,,
116.38888888888889,389.5388888888889,,,,,
118.19444444444446,391.34444444444443,,,,,
120.0,393.15,,,,,
121.80555555555557,394.9555555555555,,,,,
123.61111111111111,396.76111111111106,,,,,
125.41666666666666,398.5666666666666,,,,,
127.22222222222223,400.3722222222222,,,,,
129.02777777777777,402.17777777777775,,,,,
130.83333333333334,403.98333333333335,,,,,
132.63888888888889,405.7888888888889,,,,,
134.44444444444446,407.59444444444443,,,,,
136.25,409.4,,,,,
138.05555555555557,411.2055555555555,,,,,
139.86111111111111,413.01111111111106,,,,,
141.66666666666666,414.8166666666666,,,,,
143.47222222222223,416.6222222222222,,,,,
145.27777777777777,418.42777777777775,,,,,
147.08333333333334,420.23333333333335,,,,,
148.88888888888889,422.0388888888889,,,,,
150.69444444444446,423.84444444444443,,,,,
152.5,425.65,,,,,
154.30555555555557,427.4555555555555,,,,,
156.11111111111111,429.26111111111106,,,,,
157.91666666666666,431.0666666666666,,,,,
159.72222222222223,432.8722222222222,,,,,
161.52777777777777,434.67777777777775,,,,,
163.33333333333334,436.48333333333335,,,,,
165.13888888888889,438.2888888888889,,,,,
166.94444444444446,440.09444444444443,,,,,
168.75,441.9,,,,,
170.55555555555557,443.7055555555555,,,,,
172.36111111111111,445.51111111111106,,,,,
174.16666666666666,447.3166666666666,,,,,
175.97222222222223,449.1222222222222,,,,,
177.77777777777777,450.92777777777775,,,,,
179.58333333333334,452.73333333333335,,,,,
181.3888888888889,454.5388888888889,,,,,
183.19444444444446,456.34444444444443,,,,,
185.0,458.15,,,,,
186.80555555555554,459.9555555555555,,,,,
188.61111111111114,461.7611111111111,,,,,
190.41666666666669,463.56666666666666,,,,,
192.22222222222223,465.3722222222222,,,,,
194.02777777777777,467.17777777777775,,,,,
195.83333333333331,468.9833333333333,,,,,
197.6388888888889,470.7888888888889,,,,,
199.44444444444446,472.59444444444443,,,,,
201.25,474.4,,,,,
203.05555555555554,476.2055555555555,,,,,
204.86111111111114,478.0111111111111,,,,,
206.66666666666669,479.81666666666666,,,,,
208.47222222222223,481.6222222222222,,,,,
210.27777777777777,483.42777777777775,,,,,
212.08333333333331,485.2333333333333,,,,,
213.8888888888889,487.0388888888889,,,,,
215.69444444444446,488.84444444444443,,,,,
217.5,490.65,,,,,
219.30555555555554,492.4555555555555,,,,,
221.11111111111114,494.2611111111111,,,,,
222.91666666666669,496.06666666666666,,,,,
224.72222222222223,497.8722222222222,,,,,
226.52777777777777,499.67777777777775,,,,,
228.33333333333331,501.4833333333333,,,,,
230.1388888888889,503.2888888888889,,,,,
231.94444444444446,505.09444444444443,,,,,
233.75,506.9,,,,,
235.55555555555554,508.7055555555555,,,,,
237.36111111111114,510.5111111111111,,,,,
239.16666666666669,512.3166666666666,,,,,
240.97222222222223,514.1222222222223,,,,,
242.77777777777777,515.9277777777777,,,,,
244.58333333333331,517.7333333333333,,,,,
246.3888888888889,519.5388888888889,,,,,
248.19444444444446,521.3444444444444,,,,,
250.0,523.15,,,,,
