T_C,T_K,P_Pa,h_liq_Jkg,h_vap_Jkg,s_liq_JkgK,s_vap_JkgK
-75.0,198.14999999999998,365.6841576955952,115538.5300599755,353828.1902429115,639.5073487786805,1842.0794415515018
-73.19444444444444,199.95555555555552,433.542771967004,117487.21556386095,354912.30702243623,649.2969649028029,1836.6862864893706
-71.38888888888889,201.7611111111111,512.1272080756337,119439.55842112703,356004.2472687183,659.0167508867946,1831.515690572522
-69.58333333333333,203.56666666666666,602.8234249851719,121395.62561135403,357103.8711364088,668.6682766946869,1826.560427628309
-67.77777777777777,205.3722222222222,707.1529169912421,123355.47959074621,358211.03541968507,678.2530480869068,1821.813522272232
-65.97222222222223,207.17777777777775,826.7809355351762,125319.17851927744,359325.59355442255,687.7725099372682,1817.268238413245
-64.16666666666667,208.9833333333333,963.5247522025923,127286.77648962884,360447.39563249936,697.228049414061,1812.9180684404785
-62.361111111111114,210.78888888888886,1119.3619284935548,129258.32375719189,361576.2884293465,706.620999028945,1808.7567230547684
-60.55555555555556,212.59444444444443,1296.4385577399285,131233.86697039107,362712.1154456344,715.952639556964,1804.7781217098313
-58.75,214.39999999999998,1497.0774446498442,133213.4494005473,363854.7169637455,725.2242028307159,1800.9763836292109
-56.94444444444444,216.20555555555552,1723.7861883680728,135197.1111705396,365003.9301194411,734.4368744115801,1797.345819366287
-55.138888888888886,218.0111111111111,1979.2651356402114,137184.8894814954,366159.5889888924,743.5917961408195,1793.8809228757304
-53.33333333333333,219.81666666666666,2266.4151716394613,139176.8188368469,367321.5246910061,752.6900685733925,1790.5763640658179
-51.52777777777778,221.6222222222222,2588.3453172368622,141172.9312630369,368489.56550474657,761.7327532973147,1787.4269818019711
-49.72222222222222,223.42777777777775,2948.3801029453684,143173.2565263319,369663.53700094274,770.7208751415324,1784.427777332893
-47.91666666666667,225.2333333333333,3350.066691420799,145177.82234513195,370843.26218786015,779.6554242752935,1781.5739081115921
-46.111111111111114,227.03888888888886,3797.1817222316836,147186.65459733666,372028.5616696341,788.5373582022133,1778.860681984569
-44.30555555555556,228.84444444444443,4293.737854589284,149199.7775223304,373219.2538164971,797.3676036521821,1776.2835517234078
-42.5,230.64999999999998,4843.9899858314775,151217.2139172216,374415.1549455803,806.1470583745288,1773.8381098740274
-40.69444444444444,232.45555555555552,5452.441125652933,153238.98532705772,375616.079510948,814.8765928358317,1771.5200838998387
-38.888888888888886,234.2611111111111,6123.84790834481,155265.11222879434,376821.8403014237,823.5570518258723,1769.3253315961513
-37.083333333333336,236.06666666666663,6863.225727623316,157295.61420882342,378032.2486446803,832.1892559753493,1767.2498367541832
-35.27777777777778,237.8722222222222,7675.853480967745,159330.51013398965,379247.11461601465,840.7740031889186,1765.289705054168
