T_C,T_K,P_Pa,h_liq_Jkg,h_vap_Jkg,s_liq_JkgK,s_vap_JkgK
8.055555555555557,281.2055555555555,411476.8849330872,210525.61502902897,368472.7115221179,1037.678126596902,1599.3565620781833
9.861111111111114,283.01111111111106,435630.96867706237,212918.55299663206,369616.7126006838,1046.0858534111062,1599.7678590003907
11.666666666666671,284.81666666666666,460840.76561430434,215324.1842387466,370753.35185503046,1054.4811729436617,1600.1977190831103
13.472222222222229,286.6222222222222,487135.59958919755,217742.67780615727,371882.13237281196,1062.8647005586135,1600.6438489149064
15.277777777777786,288.42777777777775,514545.1319613109,220174.2108724305,373002.5333946264,1071.2370643031854,1601.1039297614234
17.08333333333333,290.2333333333333,543099.3680999561,222618.96933280377,374114.01013659075,1079.598906467179,1601.5756176321738
18.888888888888886,292.0388888888889,572828.665368514,225077.1486694373,375215.9935844467,1087.9508859913028,1602.056543242081
20.694444444444443,293.84444444444443,603763.7427557724,227548.9551861795,376307.8901474612,1096.2936820433968,1602.5443114964476
22.5,295.65,635935.6923032368,230034.60772554253,377389.081051642,1104.6279990999483,1603.03650011838
24.305555555555557,297.4555555555555,669375.9924552246,232534.3399825572,378458.92134954286,1112.9545738623685,1603.5306570504717
26.111111111111114,299.26111111111106,704116.5234223731,235048.40352214137,379516.73842767556,1121.2741842964076,1604.0242962944064
27.91666666666667,301.06666666666666,740189.584600428,237577.07158669154,380561.8299010971,1129.587661004141,1604.5148918978707
29.72222222222223,302.8722222222222,777627.9140286668,240120.64374794532,381593.4607964337,1137.8959010206784,1604.9998698510965
31.527777777777786,304.67777777777775,816464.7098123084,242679.45141252814,382610.8599374022,1146.1998839764144,1605.4765977081772
33.33333333333333,306.4833333333333,856733.6533793933,245253.86413671536,383613.2154585674,1154.5006903910173,1605.9423717935479
35.138888888888886,308.2888888888889,898468.934405613,247844.29664788608,384599.66938134975,1162.7995216851866,1606.3944018845582
36.94444444444444,310.09444444444443,941705.2772322856,250451.21641517236,385569.3111889434,1171.097721334156,1606.8297932706412
38.75,311.9,986477.9686351762,253075.151568998,386521.1703317142,1179.3967964711615,1607.245526072688
40.55555555555556,313.7055555555555,1032822.8868857922,255716.69894830458,387454.2075798106,1187.6984392085026,1607.638431658448
42.361111111111114,315.51111111111106,1080776.5321904626,258376.53206439855,388367.3051132141,1196.0045470032308,1608.0051659070696
44.16666666666667,317.31666666666666,1130376.0587999555,261055.40881818865,389259.2551992409,1204.317241570055,1608.342178954536
45.97222222222223,319.1222222222222,1181659.309354312,263754.17889604473,390128.74725124193,1212.638886138768,1608.6456808871312
47.777777777777786,320.92777777777775,1234664.8523606393,266473.7908969032,390974.35298691684,1220.9721012560665,1608.911602635789
49.58333333333333,322.7333333333333,1289432.0240910766,269215.2994037676,391794.50930606795,1229.3197798183933,1609.1355510504743
51.388888888888886,324.5388888888889,1346000.9766301196,271979.8723982101,392587.4983797045,1237.6851025636608,1609.3127567853587
53.19444444444446,326.34444444444443,1404412.73429543,274768.79961926956,393351.4242761906,1246.071555819034,1609.4380131791136
55.0,328.15,1464709.2612118933,277583.50268520147,394084.18523232476,1254.482953888251,1609.5056037347335
56.80555555555557,329.9555555555555,1526933.5434535358,280425.5480334426,394783.44038804993,1262.9234690806184,1609.5092150367961
58.611111111111114,331.76111111111106,1591129.6899127206,283296.6640093352,395446.56941344024,1271.3976730884046,1609.4418309117866
60.41666666666666,333.5666666666666,1657343.0569563159,286198.76378324965,396070.62292135705,1279.9105943113245,1609.2956022201104
62.22222222222223,335.3722222222222,1725620.4030444985,289133.9762565904,396652.2608114048,1288.4677969686675,1609.0616846865696
64.02777777777777,337.17777777777775,1796010.0808995613,292104.68781768775,397187.6746265953,1297.0754896732535,1608.7300343513552
65.83333333333334,338.98333333333335,1868562.2766234446,295113.5988597029,397672.4884598713,1305.7406739222183,1608.2891461189881
